Text sin stop words,IsToxic,IsAbusive,IsThreat,IsProvocative,IsObscene,IsHatespeech,IsRacist,IsNationalist,IsSexist,IsHomophobic,IsReligiousHate,IsRadicalism
"trevon martin brought watermelon skittles lean ? Lol yo white ppl aaannnyything blk ppl look certain way truth .. trevon said limit nigga fuck , kids dumb things time , said batman lol ? sicken kind excuse .. nt u talk second video tbat came 2 years mike brown situation cops said nt think important showed mike trade store owner robbery lol u talk corruption police media withholding information ?",1,0,0,0,0,1,1,0,0,0,0,0
people justifying murder evil .,1,1,0,1,0,0,0,0,0,0,0,0
"injustice white kids , excuse ?",1,1,0,1,0,0,0,0,0,0,0,0
Man guy bunch waffling nonsense coming mouth answer question,1,1,0,0,0,0,0,0,0,0,0,0
MERICA ! ! !,0,0,0,0,0,0,0,0,0,0,0,0
ana kasparian beautiful woman world,0,0,0,0,0,0,0,0,0,0,0,0
Ana fuxking hot,1,1,0,0,1,0,0,0,0,0,0,0
"  Johnathan Gentry 
 November 24 9:59pm · 
 winners losers case . heart & prayers Michael Brown family & Darren Wilson family . 
 ( current ) Leader seeks racial issue & try divide country , worker satan .",0,0,0,0,0,0,0,0,0,0,0,0
"care   cops somebody tell dumb ass girl 1,600 unarmed white people year killed blacks   & 3 weeks ago BLACK COP shot unarmed white man salt lake city & 50 % crime committed blacks understand crimes poverty related 2009 AD 10,000 white women raped blacks FBI REPORTS fuck rape poor ? ? ? Answer & rapes hanged neck dead .",1,1,0,1,1,0,0,0,0,0,0,0
"Hey Rogan tell "" good cops ""    bad ones jail",0,0,0,0,0,0,0,0,0,0,0,0
"agree Joe cop extremely difficult job qualified handle . yes lots good cops . , intelligent unplugged "" matrix "" Joe claim , completely unaware ignoring reality country corrupt prison industrial complex ties failed judicial system , racial agenda police brutality ...",1,1,0,1,0,0,0,0,0,0,0,0
Tear gas Geneva Convention ? ? ? ? HAHAHAHAHAHAHAH .,1,1,0,1,0,0,0,0,0,0,0,0
"Aiming guns people saying like , extremely American . s . America broken system .",0,0,0,0,0,0,0,0,0,0,0,0
Tear gas banned geneva convention ? ? Stupid cunts . assaulted man earlier day assaulted police officer . s violent felony . Add big thug tell saying unarmed nt shot . fucker tried cops gun . Tell outraged thug killed cop . Double standards . says different stupid asthese .,1,1,0,0,0,0,0,0,0,0,0,0
Anybody got cigar ?,0,0,0,0,0,0,0,0,0,0,0,0
"easier second guess . Cops lot training , end day humans . Navy seals think . Humans mistakes . robot cops , continue mistakes . media    plays big . issue WHITE co killed Black man . BLACK cop killed Black man , news probably . need long stop making race issue . Good citizens having issues cops . young man saint "" gentle giant "" said . robbed    store probably things happen cop explained . God people involved know exactly happened .",0,0,0,0,0,0,0,0,0,0,0,0
"thumbs upped video , clarify , Joe Rogan commentary , ignorance Ana spews .   mean "" ignorant "" necessarily disparaging , mean understand situation .",0,0,0,0,0,0,0,0,0,0,0,0
""" need able people guns "" citizens completely disarmed :) North Hollywood Bank Heist shorter cities people nt stripped 2nd ammendment rights ...",1,1,0,1,0,0,0,0,0,0,0,0
Great interviews,0,0,0,0,0,0,0,0,0,0,0,0
Anna dumb ass n Joe rogan clue saying ... Anna porn n leave job intelligent .,1,1,0,0,1,1,0,0,1,0,0,0
Lord O'mighty    Ana incredibly Hot . Body Perfect,0,0,0,0,0,0,0,0,0,0,0,0
Vile cunt,1,1,0,0,0,0,0,0,0,0,0,0
Joe rogan idiot .,1,1,0,0,0,0,0,0,0,0,0,0
Thought mezzican !,0,0,0,0,0,0,0,0,0,0,0,0
working poor white fear kids profiled like life . searched time stopped record love fucking . hope better kids .,0,0,0,0,0,0,0,0,0,0,0,0
"start giving fuck Joe Rogan . people eat bugs shit , social commentator ? come fuck .",1,1,0,0,1,0,0,0,0,0,0,0
"Finland population 5 million police force 7800 , police use weapons 40 times year . use weapons includes pointing weapon .  

 10 - 15 shots fired year police warning shots . approximately 1 - 2 shots fired people year police Finland .  

 shots shot extremities deaths rare , case man coming police officers machete shot leg . gripping machete waved ground officer fired , penetrating legs . man later died hospital second police officer found guilty manslaughter use excessive force .  

 country 3rd guns civilian hands world 10th position deaths caused firearms .  

 unlike America , police enjoys high public trust , placing 5th trustworthy profession , firemen doctors .  

 Maybe gained american cops took pointers countries police procedures instead playing cowboys . 

 EDIT : Finnish police wear blue overall resistant knife cuts duty cut - resistant gloves . gives ways deal threats . 

 http://kuvat.uusisuomi.fi/sites/default/files/imagecache/artikkelikuva_std/kuvat/vicdan0002.jpg﻿ 

 copy text wrote TYT video , issue .",0,0,0,0,0,0,0,0,0,0,0,0
Look Mike brown world instrumental,0,0,0,0,0,0,0,0,0,0,0,0
officer pulls weapon create buffer zone things like Baltimore happen,0,0,0,0,0,0,0,0,0,0,0,0
wish Joe gone Fear Factor eat fresh steaming pile shit mouth hear worthless cunt speak .,1,1,0,0,1,0,0,0,0,0,0,0
Non lethal weapon control crowds lol . love Rogan discussion stupid fuck .,1,1,0,0,0,0,0,0,0,0,0,0
cop fractured eye socket fist shots fired position inside cop car guy brought second degree murder charge,0,0,0,0,0,0,0,0,0,0,0,0
guess misread Joe .    seen place swiftly eloquently ?    sure realizes .,0,0,0,0,0,0,0,0,0,0,0,0
Hey ! Shout Thai writing shirt . LOL # ThaiPride !,0,0,0,0,0,0,0,0,0,0,0,0
love rogan ... tear gas geneva convention lol .... s mustard gas burns ribs inside vomit ... sorry  ,0,0,0,0,0,0,0,0,0,0,0,0
Shibby dibby ignoramus ass bitch,1,1,0,0,0,0,0,0,0,0,0,0
shoot tear gas professional soldiers members public country absolutely fine ! !,1,1,0,1,0,0,0,0,0,0,0,0
BITCH DEPORTED,1,1,0,0,1,0,0,0,0,0,0,0
"easy cop . “ lot friends cops ” .   Joe kind guy thinks friend .   highly doubt knows lot cops . badge .   Navy seals shown aptitude physical prowess .   SJWs bring lot peoples IQ .   police officer noble critic ,   know .   Yes bad cops like new bad people walks life .   Michael Brown went sidewalk tried force police officer .   world coming .   cop told walk walk run .   kids want rappers act like hard .   hard robbing people punk .   tragedy Michael Brown lost life trivial .   yes black friends gone stuff .   know ?   fight cop ,   alive making life .   Respect authority live .",0,0,0,0,0,0,0,0,0,0,0,0
title belong host .,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Dore dickhead squared .,1,1,0,0,1,0,0,0,0,0,0,0
traffic 5 bad .,0,0,0,0,0,0,0,0,0,0,0,0
bear mace gas pedal,1,1,1,0,0,0,0,0,0,0,0,0
Fucking dumbass attention whores causing problems .,1,1,0,0,1,0,0,0,0,0,0,0
tazed arrested .,0,0,0,0,0,0,0,0,0,0,0,0
eating coal roll,1,1,0,1,0,0,0,0,0,0,0,0
"garbage police , kick jobs , paid supposed , let shit protesters blocking thousands people emergency , surprised , video , police like kissing . idiotic law enforcement !",1,1,0,1,1,0,0,0,0,0,0,0
police charge ?,0,0,0,0,0,0,0,0,0,0,0,0
"nice lorry driver need , ran fucks .",1,1,1,0,0,0,0,0,0,0,0,0
"mmh 2 years , moronic bullshit going shit ass country",1,1,0,0,0,0,0,0,0,0,0,0
Run mdrfckrs ! ! ! !,1,1,0,1,1,0,0,0,0,0,0,0
Run,1,1,0,1,0,0,0,0,0,0,0,0
protesters look like kids ( 16 - 22 ? )    wonder got license plate numbers ?   Pretty wild bunch kids damage ?   infrastructure pathetically weak .,0,0,0,0,0,0,0,0,0,0,0,0
2:22 piece shit business wearing CHP uniform .,1,1,0,0,0,0,0,0,0,0,0,0
"new episode SNL 

 feel sorry thy guy 3:53",0,0,0,0,0,0,0,0,0,0,0,0
"know worse late work , shot killed .",1,1,0,1,0,0,0,0,0,0,0,0
Run,1,1,0,1,0,0,0,0,0,0,0,0
shot . ran .,1,1,1,1,0,0,0,0,0,0,0,0
good moderate understanding saw woman scrubs ... screw Black Lives Matters movement . hope dies .,1,0,0,0,0,1,1,0,0,0,0,0
look dimwad police ... escorting people held ... idiots,1,1,0,0,0,0,0,0,0,0,0,0
great footage ... wish news casters shut minute police officer started talking let play ... interesting hearing comment,0,0,0,0,0,0,0,0,0,0,0,0
"drive slowly .   smart , way .",1,1,0,1,0,0,0,0,0,0,0,0
"Truly sad . people stopped roadway simply walked    protestors informed 30 seconds going use punching bags , boys girls . disband , lay . bitches needed asses kicked . far CHP , citation written . Bitch cops .",1,1,0,1,1,0,0,0,0,0,0,0
"fuck peaceful ? Gun gas human road block , problem solved .",1,1,0,1,1,0,0,0,0,0,0,0
"racist , makes ... ( ofc nt mean , idea )",0,0,0,0,0,0,0,0,0,0,0,0
RUN,1,1,0,1,0,0,0,0,0,0,0,0
Black lives matter ? Black asses Home ... Nothin Black asses !,1,0,0,0,0,1,1,0,0,0,0,0
"upset court ruling , ur upset close freeway , main cause , airline ticket , America , freedom speech active right",0,0,0,0,0,0,0,0,0,0,0,0
# alllivesmatter,0,0,0,0,0,0,0,0,0,0,0,0
"Store owner PAID cigars "" fn innocent "" ass    kid STOLE ? ? ?",1,1,0,0,1,0,0,0,0,0,0,0
jobs fucking losers . way,1,1,0,0,0,0,0,0,0,0,0,0
"Haha 4:37 big old "" Fucking "" censor",0,0,0,0,0,0,0,0,0,0,0,0
"Glad protestors affect people , gives public reasons hate",1,1,0,1,0,0,0,0,0,0,0,0
"stupid stand roadway run .   die , improve gene pool .",1,0,0,0,0,1,1,0,0,0,0,0
drivers ran kept going !,1,1,1,0,0,0,0,0,0,0,0,0
"Blacks able White people rush hour traffic coming home job ! bring lazy asses watching TV getting high fuck people providing welfare . Yea , White people sit juries rule po - lice brutality shootings . Piss . sure getting story !",1,0,0,0,0,1,1,0,0,0,0,0
cop nt wtf.protesters want break face . losers nolifes,1,1,1,0,0,0,0,0,0,0,0,0
time want sniper bushes start picking,1,1,0,1,0,0,0,0,0,0,0,0
"Fuck stupid ass generation . d like apologize generation . agree peoples right protest , speak , etc . 

 love GOD mess people . petitions signed , write government . 

 got ta fuck day",1,1,0,0,1,0,0,0,0,0,0,0
people road goddamn kids,0,0,0,0,0,0,0,0,0,0,0,0
"ve brought AR-15 ve job 
 nt care went jail nogs deserve",1,1,0,1,0,0,0,0,0,0,0,0
job !,1,1,0,1,0,0,0,0,0,0,0,0
proving blocking    road,0,0,0,0,0,0,0,0,0,0,0,0
drivers pounded !,1,1,0,1,0,0,0,0,0,0,0,0
"Cops money arresting people . ! Easy money . tazing , macing , hurting grab cuff !   Huge safety violation right .",0,0,0,0,0,0,0,0,0,0,0,0
Useless people standing middle road screaming useless shit .,1,1,0,0,1,0,0,0,0,0,0,0
Rich brats,1,1,0,0,0,0,0,0,0,0,0,0
nt police jobs arrest idiots blocking public road ? ? ?   ridiculous people arrested ran stupid freeway !,1,1,0,1,0,0,0,0,0,0,0,0
... bring tear gas beanbag rounds rubber bullets,1,1,0,1,0,0,0,0,0,0,0,0
* Monkey screamin bout honkies intensifies *,1,0,0,0,0,1,1,0,0,0,0,0
fuck time freeway ? ? ?,0,0,0,0,0,0,0,0,0,0,0,0
warning rounds gatling gun clear freeway instant .,1,1,0,1,0,0,0,0,0,0,0,0
"Omg , dumbass protesters preventing cops job whining . hate people protest like . 

 Edit : Look ugly ass black girl big eyes .....",1,1,0,0,0,1,1,0,0,0,0,0
"gotten Fire Dept . fire trucks blast water jets , !",1,1,0,1,0,0,0,0,0,0,0,0
liberal nonsense,1,0,0,0,0,1,0,0,0,0,0,0
believe people believe leading kind revolution,0,0,0,0,0,0,0,0,0,0,0,0
love car snow plow drive straight protester,1,1,0,1,0,0,0,0,0,0,0,0
FUCKING COMMIES know happened,1,1,0,0,1,0,0,0,0,0,0,0
"need arrest protesters soon start blocking traffic . driver saw starting block road , stop em .",1,1,1,1,0,0,0,0,0,0,0,0
"pissed ended ? 
 let walk , big deal . crap pulled got pepper sprayed",1,1,0,0,1,0,0,0,0,0,0,0
Idiots,1,1,0,0,0,0,0,0,0,0,0,0
care protesting . run punk ass . hope run TF,1,1,0,1,0,0,0,0,0,0,0,0
Black lives splatter .,1,1,0,1,0,0,0,0,0,0,0,0
"walk right past cops pepper spray , Boy wait free pass beat protesters ass .",1,1,1,1,0,0,0,0,0,0,0,0
law wo prosecuted run people blocking streets . sure know winning people cause ! Lol,1,1,0,1,0,0,0,0,0,0,0,0
"accelerate , fast , able film plates time",1,1,1,0,0,0,0,0,0,0,0,0
need shoot racist fucktards,1,1,0,0,1,0,0,0,0,0,0,0
whites racist comment section   . glad whites exterminated . 100 years whites . Peace earth,1,0,0,0,0,1,1,0,0,0,0,0
"pay protest , ask protesting idea flow , , , mean run fuck system nt arrest drive arrest fuck system america , ok voice right right block traffic",1,1,0,1,0,0,0,0,0,0,0,0
weak display law enforcement .,1,1,0,1,0,0,0,0,0,0,0,0
Let relax * slowly grabs 12 gauge *,0,0,0,0,0,0,0,0,0,0,0,0
run MOTHERFUCKERS  ,1,1,0,1,0,0,0,0,0,0,0,0
talk ... fuckers road period ! run ... Let sue ...,1,1,0,1,0,0,0,0,0,0,0,0
Plow way .,1,1,0,1,0,0,0,0,0,0,0,0
car start burnouts faces . smoked,1,1,1,0,0,0,0,0,0,0,0,0
run,1,1,1,0,0,0,0,0,0,0,0,0
fuck thes cops pussy ?,1,1,0,0,1,0,0,0,0,0,0,0
California stupid ! arrest charge ! Drivers need work feed Families,1,0,0,0,0,1,1,1,0,0,0,0
Hope fuckers slammed major fines . Fucking idiots .,1,1,0,0,1,0,0,0,0,0,0,0
mustang needed situation lol 💀 💀,1,1,0,1,0,0,0,0,0,0,0,0
ran .,1,1,0,1,0,0,0,0,0,0,0,0
pop couple shots air watch scatter like roaches light turns .,1,1,0,1,0,0,0,0,0,0,0,0
taken team plowed right,1,1,0,1,0,0,0,0,0,0,0,0
hypocritical movement claiming support blacks blocking probably hundreds blacks trying job feed god damn family,0,0,0,0,0,0,0,0,0,0,0,0
Ahhhhhhh ............ love country,0,0,0,0,0,0,0,0,0,0,0,0
"Useless cops , talk protesters instead breaking heads .",1,1,0,0,0,0,0,0,0,0,0,0
Dumb ass people run 😡,1,1,0,1,1,0,0,0,0,0,0,0
parent kids failed job parent . nt raise cunt .,1,1,0,0,0,0,0,0,0,0,0,0
Bored stupid kids,1,1,0,0,0,0,0,0,0,0,0,0
"German Police pretty "" nice "" beat protestors",0,0,0,0,0,0,0,0,0,0,0,0
run,1,1,0,1,0,0,0,0,0,0,0,0
Run black cunts,1,1,0,1,1,1,1,0,0,0,0,0
Ram pricks .,1,1,0,1,0,0,0,0,0,0,0,0
"time , line cars start making burnout smoke "" riot gas "" . Non lethal eficient . ( Double check actualy non lethal course XD )",1,1,0,1,0,0,0,0,0,0,0,0
"thought deal situation driver . working thing came getting car , getting drivers stoppes cars come clean road . self justice . support irrationally rationally .",1,1,0,1,0,0,0,0,0,0,0,0
"Fucking idiots , outta way .... people got ta work !",1,1,0,0,0,0,0,0,0,0,0,0
"bad ran !   Hmmmm ? dumbass lives matter , stay fuck street , DUH ! ! ! 🙄 🙄",1,1,0,1,1,0,0,0,0,0,0,0
"run'em , freaking freeway",1,1,1,1,0,0,0,0,0,0,0,0
"Pepper spray . create dangerous situation motorists jail . s peaceful protest infringing citizens rights freely , blockade called protestors creating dangerous situation .",0,0,0,0,0,0,0,0,0,0,0,0
Arrest,0,0,0,0,0,0,0,0,0,0,0,0
"wish types protesters come arrested , fined , taught law ...",0,0,0,0,0,0,0,0,0,0,0,0
mad point guns,0,0,0,0,0,0,0,0,0,0,0,0
"arrested blocking highway . want protest , .",0,0,0,0,0,0,0,0,0,0,0,0
protest furgison Cal . fight wear started,0,0,0,0,0,0,0,0,0,0,0,0
people realize blocking roads pissing people people,0,0,0,0,0,0,0,0,0,0,0,0
situation run assholes ... *I *,1,1,1,1,0,0,0,0,0,0,0,0
run stupid ass . stupid stand middle freeway,1,1,0,1,1,0,0,0,0,0,0,0
sue time wast ...,0,0,0,0,0,0,0,0,0,0,0,0
Californians deserve backup elect people allow happen consequences . tried lived shot runned .,1,1,0,1,0,1,1,1,0,0,0,0
"lot drivers , banded collectively beat living shit little pricks .",1,1,1,0,0,0,0,0,0,0,0,0
run,1,1,0,1,0,0,0,0,0,0,0,0
crazy thing thought offices want random people,0,0,0,0,0,0,0,0,0,0,0,0
satisfying threw Molotov middle group .,1,1,0,1,0,0,0,0,0,0,0,0
Run . Ignorant fucks world better,1,1,0,1,1,0,0,0,0,0,0,0
paintball gun takes .,1,1,0,1,0,0,0,0,0,0,0,0
Tell breaking law blocking interstate traffic let . hit vehicles told leave drivers vehicles noy charged injuries incurred billed retards standing street .,1,1,0,0,0,0,0,0,0,0,0,0
"gas grenades , pepper spray knight stick applied",0,0,0,0,0,0,0,0,0,0,0,0
". protesting like , wrong people ?",0,0,0,0,0,0,0,0,0,0,0,0
stand freeway instead blocking thousands cars,0,0,0,0,0,0,0,0,0,0,0,0
patient ambulance injured worse hospital protestors liable die protestors charged man slaughter,1,1,0,1,0,0,0,0,0,0,0,0
legally allowed run consequences,1,1,0,1,0,0,0,0,0,0,0,0
"keys county Snowplow , , , road open ASAP !",1,1,0,1,0,0,0,0,0,0,0,0
kid beat shit .,1,1,0,1,1,0,0,0,0,0,0,0
happen drive n cop Shit mess letting finish like need home work u long line cars . holding people bullshit,1,1,1,1,0,0,0,0,0,0,0,0
Idiotz,1,1,0,0,0,0,0,0,0,0,0,0
Stupid niggers,1,0,0,0,0,1,1,0,0,0,0,0
"fuck protesting . DON'T BLOCK FUCKING TRAFFIC CUNTS . piss day ? Honestly cunts . law intentionally block traffic , drivers reserve right run fuck . quickening Darwinism process .",1,1,0,0,1,0,0,0,0,0,0,0
Time work ?   JK,0,0,0,0,0,0,0,0,0,0,0,0
"dumb fucks , screwing fellow citizens instead protesting police . 🤦 ‍ ♂ ️",1,1,0,0,0,0,0,0,0,0,0,0
pressed m button shoot tsar bombar outta car,1,1,0,1,0,0,0,0,0,0,0,0
wants MLK issue problems anymore require MLK .,0,0,0,0,0,0,0,0,0,0,0,0
hilarious seeing morons hit cars,1,1,0,1,0,0,0,0,0,0,0,0
RUN,1,1,0,1,0,0,0,0,0,0,0,0
protest,0,0,0,0,0,0,0,0,0,0,0,0
"understand point black lives matter blocking traffic like like WTH gon na ... people need places hospitals , family , work , etc plane stupid",1,1,0,0,0,0,0,0,0,0,0,0
"1 )   Obstructing interstate commerce Federal Felony offence . 
 2 )   cops useless . 
 3 )    BLM democrats modern version racist terroristic KKK created . 
 4 )   protesters rioters . 
 5 )   drivers row cars wimps . 
 6 )   Imagine dying ambulance stopped traffic jam miles long .",1,1,0,0,0,0,0,0,0,0,0,0
trucks foghorns,0,0,0,0,0,0,0,0,0,0,0,0
people hurt cause help day . rational blacklivesmatter anymore .,0,0,0,0,0,0,0,0,0,0,0,0
Supra needs let happens,0,0,0,0,0,0,0,0,0,0,0,0
Signs saying black lives matter blocking black white people . wtf ?,1,1,0,1,0,0,0,0,0,0,0,0
dealt force,0,0,0,0,0,0,0,0,0,0,0,0
Drive,1,1,0,1,0,0,0,0,0,0,0,0
Stupid American,1,0,0,0,0,1,1,1,0,0,0,0
kept going hit hit slowly push way ppl   need grow fuck,1,1,0,1,0,0,0,0,0,0,0,0
law protesters blocking street leagaly allowed run,1,1,0,1,0,0,0,0,0,0,0,0
pepper spray cunts . run .,1,1,0,1,1,0,0,0,0,0,0,0
Bunch pussies better cry problems escalated stupid shit like,1,1,0,0,1,0,0,0,0,0,0,0
informed 100 % exactly going fucked ! trying find reliable resources understand . believe 2014 thing like happening .,0,0,0,0,0,0,0,0,0,0,0,0
people ferguson loot ! oly thing goverment cares economy ! fuck n effort stop crooked cops !,1,1,0,1,1,0,0,0,0,0,0,0
good quality !,0,0,0,0,0,0,0,0,0,0,0,0
Wow ...........,0,0,0,0,0,0,0,0,0,0,0,0
Welcome New World Order .,1,1,0,1,0,0,0,0,0,0,0,0
"hell cares   people peacefully protesting ? police feels threatened gon na act . , blow fuckers face tg . follows riot .",1,1,0,1,1,0,0,0,0,0,0,0
want toss gernades lol course range fucking shit,1,1,0,0,1,0,0,0,0,0,0,0
"Ah ... memories . 
 Btw , brought fireworks .",0,0,0,0,0,0,0,0,0,0,0,0
Stuff like reasons people associate violence danger black people .,1,0,0,0,0,1,1,0,0,0,0,0
awesome,0,0,0,0,0,0,0,0,0,0,0,0
"love lady ! ! ! 

 need strong women like Peggy Hubbard ! !",0,0,0,0,0,0,0,0,0,0,0,0
"Peggy , m Native american , LOVE HONEY",0,0,0,0,0,0,0,0,0,0,0,0
Huge wisdom ears listen .,0,0,0,0,0,0,0,0,0,0,0,0
Mrs. Hubbard . . . ..   Jamyla Bolden died needlessly ..,0,0,0,0,0,0,0,0,0,0,0,0
Amen Amen sister strong black woman got,0,0,0,0,0,0,0,0,0,0,0,0
  Stand Woman speaking Truth . applaud ... guts Young Lady .,0,0,0,0,0,0,0,0,0,0,0,0
Peggy : blessed courage & heart ! ! Thank honesty & passion matter ! # whatawoman,0,0,0,0,0,0,0,0,0,0,0,0
Lady guest speaker Al Sharpton rallies .    Seriously,0,0,0,0,0,0,0,0,0,0,0,0
love woman . voice matters . Fuck black lives matter .,1,1,0,0,0,0,0,0,0,0,0,0
"s real parent , real mother . real talk right . learned mom .   voice truth sea bullshit .",0,0,0,0,0,0,0,0,0,0,0,0
finally black person unbiased opinion . incredibly high percentage   black lives lost extremely small fraction police .    Black people need responsibility violence .,1,0,0,0,0,1,1,0,0,0,0,0
"Thank truth , speaking innocent .",0,0,0,0,0,0,0,0,0,0,0,0
sad . Disgrace black people,1,1,0,0,0,0,0,0,0,0,0,0
mother told thing .    God Bless woman .,0,0,0,0,0,0,0,0,0,0,0,0
"gal calls spot ! Way Ms. Peggy , way !",0,0,0,0,0,0,0,0,0,0,0,0
c blk lives matter bullshit ..... witch bullshit 5 black people killed period Newark nj ....... Bullshitb,1,1,0,1,1,0,0,0,0,0,0,0
"Love saem thing Peggy !   # stupid  
 Ya Killing ya selves quicker    STLPD   # wakeup",0,0,0,0,0,0,0,0,0,0,0,0
Niggas love victim situation separate black people need,1,0,0,0,0,1,1,0,0,0,0,0
"Oh politicians style oratory ! Peggy Hubbard , short video , rings message loud clear ..... listen . Ok , England thankfully gun culture ; seen American scene time know Peggy drops hang - wringing crap tell . 
 words written posted White House ..... mavbe listen act .",0,0,0,0,0,0,0,0,0,0,0,0
share ...... women awesome,0,0,0,0,0,0,0,0,0,0,0,0
REAL black leadership . Real revolutionary radicalism !,0,0,0,0,0,0,0,0,0,0,0,0
Respect !,0,0,0,0,0,0,0,0,0,0,0,0
Thanks voice sanity black community Peggy .,0,0,0,0,0,0,0,0,0,0,0,0
"Wow! ... people like things RIGHTLY says , "" PC police "" offended , tag racist , truth speak given credence .... society know . speaking truth magnifies like . elevating people like school boards , city councils , mayors , state national office ?",0,0,0,0,0,0,0,0,0,0,0,0
Navy vet . Mad respect,0,0,0,0,0,0,0,0,0,0,0,0
"+ ~ day day ~ 
 + thisisacommentary 

 truth !",0,0,0,0,0,0,0,0,0,0,0,0
"bitch talking people like Dylan Roof , James Holmes , Jared Loughner , Jerad Miller , Tim McVeigh , Jared Loughner , Jim David Adkisson , Paul Hill , Scott Roeder , Frazier Glen Miller Jr. Elliot Rodger , Buford O ' Furrow , John R Houser , etc , . RIGHT ?",1,1,0,0,0,0,0,0,0,0,0,0
"Thank real . heard little girl thought thing . 
 rage ! Media want promote racial tensions black community wants talk elephant room . like media music scene promotes thug life .",0,0,0,0,0,0,0,0,0,0,0,0
Peggy hero ..,0,0,0,0,0,0,0,0,0,0,0,0
Awesome women .,0,0,0,0,0,0,0,0,0,0,0,0
"think alot black people tired gun violence gangs ignorance communities want stop 
   yes bad people races s gets statement talk things black commuity people quick bad people race putting blacks want people better caring selfs repectful way",0,0,0,0,0,0,0,0,0,0,0,0
* Tips hat class lady . spoken !,0,0,0,0,0,0,0,0,0,0,0,0
black people like ...,0,0,0,0,0,0,0,0,0,0,0,0
right Blacks shitter white man .,1,1,0,0,1,0,0,0,0,0,0,0
"Obama saying exactly lady saying .   Instead , defending thugs .   clean language , .",1,0,0,0,0,1,1,0,0,0,0,0
"proud woman & mother stands principle , morality & plain common sense ! afraid tide cultures wrong path ! Kudos Peggy & mother 2 kids Hattiesburg , Ms. killed 2 police officers ... stands takes responsibility , . wonderful role models latest heroines !",0,0,0,0,0,0,0,0,0,0,0,0
"basically talking . black lives matter , guess looting rioting place asshole robbed druged community . hits points CNN . believes police brutality Wants reforms , knows s racism , knows going . fucking second   look black rights till black people stand self destruction .",0,0,0,0,0,0,0,0,0,0,0,0
spread video ! ! ! ! Awesome !,0,0,0,0,0,0,0,0,0,0,0,0
"Thank , Peggy !",0,0,0,0,0,0,0,0,0,0,0,0
female Uncle Ruckus,0,0,0,0,0,0,0,0,0,0,0,0
damn . Good,0,0,0,0,0,0,0,0,0,0,0,0
"m white person thought treated fairly . 
 BLM creating bunch bull threatening life making harder cops bad guys , maybe drawing weapon fast killing spirit hero killing spirit putting 110 % comply . ( rushing burning houses type thing ) bad cops 

 neighborhood gangs neighborhood having heat taken . Emboldening . 

  spirit lives matter ( form racism ) 

 BLM causing feeling Black Lives matter . 

 Peggy gave hope hope intelligence black community . 
 maybe live . 
 white guy willing join KKK Peggy , BLM .",1,0,0,0,0,1,1,0,0,0,0,0
agree sista 100 % ! ! ! ! !,0,0,0,0,0,0,0,0,0,0,0,0
"black person THANK SPEAKING TRUTH . blacks causing trouble , dressing like idiots bring trouble , killing eachother , causing crimes complain police good . glad parents grew properly . stayed away garbage .",1,0,0,0,0,1,1,0,0,0,0,0
"Thank Mrs. Hubbard . happy said needs saying . Blacks allowing neighborhoods destroyed . Black mother stand counted . Black fathers ass home help raise children . Peggy , Chief & . Fair winds following seas shipmate . Slap heard round world needs happen lot sisters .",0,0,0,0,0,0,0,0,0,0,0,0
"girl ! ! ... listened twice , retweeted twice ( gateway pundent , second youtube )    God Bless Ms Hubbard God speed vid .",0,0,0,0,0,0,0,0,0,0,0,0
Great video ... Thank Peggy .,0,0,0,0,0,0,0,0,0,0,0,0
Brave woman brought tears eyes,0,0,0,0,0,0,0,0,0,0,0,0
PEGGY HUBBARD PRESIDENT 2016 ! ! ! !,0,0,0,0,0,0,0,0,0,0,0,0
respectable woman,0,0,0,0,0,0,0,0,0,0,0,0
logic intelligence .   mixed race intelligent white DNA .,1,0,0,0,0,1,1,0,0,0,0,0
AMEN ! Tell like sister AMEN !,0,0,0,0,0,0,0,0,0,0,0,0
need people like Peggy Hubbard ! support Mother Year Common Sense .,0,0,0,0,0,0,0,0,0,0,0,0
think fell love .,0,0,0,0,0,0,0,0,0,0,0,0
fucking stupid attacks police officer expects away response police .,1,1,0,0,1,0,0,0,0,0,0,0
"heard woman .   , loving saying .   message valuable .   Thanks posting !",0,0,0,0,0,0,0,0,0,0,0,0
"hit nail head ! ! black lives matter , guess killing stupid shit . like gang loyalty selling drugs instead getting education able getto . hat parents raise chlidren values pride , cause ones difference . drug dealing gang bangers . difference going makeis holiday dinners",0,0,0,0,0,0,0,0,0,0,0,0
"Dear Peggy , Mother run president ?",0,0,0,0,0,0,0,0,0,0,0,0
"Plenty white people care , exact views woman deemed RACIST . stopped caring",0,0,0,0,0,0,0,0,0,0,0,0
LOOK DEEPER HAPPENS . BLACK PEOPLE BLACK PEOPLE SITUATION BLACK PEOPLE .   HOPE LEARNS HISTORY !,0,0,0,0,0,0,0,0,0,0,0,0
love woman . wish like . certainly help cause page ...,0,0,0,0,0,0,0,0,0,0,0,0
cruel mom,0,0,0,0,0,0,0,0,0,0,0,0
spoke want ....,0,0,0,0,0,0,0,0,0,0,0,0
women NOBEL PEACE PRIZE instead Antichrist Obama .,0,0,0,0,0,0,0,0,0,0,0,0
Bravo !,0,0,0,0,0,0,0,0,0,0,0,0
